OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO59059,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO59059,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO61184,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO61184,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO61184,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,200.052,600.156,0,48.0125,15.0039
SO61184,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO61184,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO61190,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO61190,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO61190,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO61190,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,3,200.052,600.156,0,48.0125,15.0039
SO61200,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,200.052,600.156,0,48.0125,15.0039
SO61200,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO61200,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO61200,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,200.052,600.156,0,48.0125,15.0039
SO61200,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO61241,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,3,200.052,600.156,0,48.0125,15.0039
SO61241,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO61241,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO61263,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,5,200.052,1000.26,0,80.0208,25.0065
SO61263,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO61263,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO61267,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,3,200.052,600.156,0,48.0125,15.0039
SO61267,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO61267,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,3,200.052,600.156,0,48.0125,15.0039
SO61267,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO61268,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,200.052,600.156,0,48.0125,15.0039
SO46933,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,2,202.332,404.664,0,32.3731,10.1166
SO46933,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,3,202.332,606.996,0,48.5597,15.1749
SO46933,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,3,202.332,606.996,0,48.5597,15.1749
SO46933,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,6,202.332,1213.992,0,97.1194,30.3498
SO46943,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,4,202.332,809.328,0,64.7462,20.2332
SO46943,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,5,202.332,1011.66,0,80.9328,25.2915
SO46948,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,202.332,404.664,0,32.3731,10.1166
SO46948,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,3,202.332,606.996,0,48.5597,15.1749
SO46948,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,202.332,809.328,0,64.7462,20.2332
SO46948,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,202.332,809.328,0,64.7462,20.2332
SO46956,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,2,202.332,404.664,0,32.3731,10.1166
SO46956,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,202.332,606.996,0,48.5597,15.1749
SO46960,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO46960,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,202.332,606.996,0,48.5597,15.1749
SO46964,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,6,202.332,1213.992,0,97.1194,30.3498
SO46964,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO46964,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO46964,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,6,202.332,1213.992,0,97.1194,30.3498
SO46965,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO46968,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,4,202.332,809.328,0,64.7462,20.2332
SO46968,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,4,202.332,809.328,0,64.7462,20.2332
SO46970,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO46970,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,5,202.332,1011.66,0,80.9328,25.2915
SO46970,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,202.332,606.996,0,48.5597,15.1749
SO46979,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,7,202.332,1416.324,0,113.3059,35.4081
SO46979,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,7,202.332,1416.324,0,113.3059,35.4081
SO46980,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,1,202.332,202.332,0,16.1866,5.0583
SO46980,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,202.332,606.996,0,48.5597,15.1749
SO46980,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,2,202.332,404.664,0,32.3731,10.1166
SO46981,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,France,1,202.332,202.332,0,16.1866,5.0583
SO46981,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,France,6,202.332,1213.992,0,97.1194,30.3498
SO46981,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,France,2,202.332,404.664,0,32.3731,10.1166
SO46981,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,France,4,202.332,809.328,0,64.7462,20.2332
SO46986,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,202.332,404.664,0,32.3731,10.1166
SO46986,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,1,202.332,202.332,0,16.1866,5.0583
SO46988,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO46988,"LL Road Frame - Red, 52",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,5,202.332,1011.66,0,80.9328,25.2915
SO46988,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,202.332,606.996,0,48.5597,15.1749
SO46992,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO46992,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO46992,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO46992,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO46995,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,202.332,202.332,0,16.1866,5.0583
SO46996,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,202.332,202.332,0,16.1866,5.0583
SO46996,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,2,202.332,404.664,0,32.3731,10.1166
SO46996,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,202.332,202.332,0,16.1866,5.0583
SO47001,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,202.332,404.664,0,32.3731,10.1166
SO47001,"LL Road Frame - Red, 52",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,3,202.332,606.996,0,48.5597,15.1749
SO47001,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,202.332,404.664,0,32.3731,10.1166
SO47001,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,1,202.332,202.332,0,16.1866,5.0583
SO47009,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,1,202.332,202.332,0,16.1866,5.0583
SO47009,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,3,202.332,606.996,0,48.5597,15.1749
SO47009,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,6,202.332,1213.992,0,97.1194,30.3498
SO47009,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,1,202.332,202.332,0,16.1866,5.0583
SO47011,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,202.332,404.664,0,32.3731,10.1166
SO47011,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,202.332,404.664,0,32.3731,10.1166
SO47018,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47018,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47018,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47018,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47021,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,3,202.332,606.996,0,48.5597,15.1749
SO47025,"LL Road Frame - Red, 52",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,202.332,809.328,0,64.7462,20.2332
SO47027,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47027,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47027,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47027,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,5,202.332,1011.66,0,80.9328,25.2915
SO47032,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO47033,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,4,202.332,809.328,0,64.7462,20.2332
SO47033,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,202.332,606.996,0,48.5597,15.1749
SO47033,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,5,202.332,1011.66,0,80.9328,25.2915
SO47033,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,202.332,606.996,0,48.5597,15.1749
SO47034,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47034,"LL Road Frame - Red, 52",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47034,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,202.332,606.996,0,48.5597,15.1749
SO47034,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47034,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47041,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,5,202.332,1011.66,0,80.9328,25.2915
SO47041,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,202.332,606.996,0,48.5597,15.1749
SO47041,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,202.332,606.996,0,48.5597,15.1749
SO47041,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,6,202.332,1213.992,0,97.1194,30.3498
SO47050,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,1,202.332,202.332,0,16.1866,5.0583
SO47053,"LL Road Frame - Red, 52",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,3,202.332,606.996,0,48.5597,15.1749
SO47054,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,2,202.332,404.664,0,32.3731,10.1166
SO47054,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,1,202.332,202.332,0,16.1866,5.0583
SO47054,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,4,202.332,809.328,0,64.7462,20.2332
SO47054,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,202.332,606.996,0,48.5597,15.1749
SO47055,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,202.332,809.328,0,64.7462,20.2332
SO47055,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,1,202.332,202.332,0,16.1866,5.0583
SO47056,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47056,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,202.332,202.332,0,16.1866,5.0583
SO47056,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO47056,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO47058,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,3,202.332,606.996,0,48.5597,15.1749
SO47060,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,3,202.332,606.996,0,48.5597,15.1749
SO47061,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,6,202.332,1213.992,0,97.1194,30.3498
SO47061,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,3,202.332,606.996,0,48.5597,15.1749
SO47066,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,1,202.332,202.332,0,16.1866,5.0583
SO47066,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,202.332,606.996,0,48.5597,15.1749
SO47066,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,2,202.332,404.664,0,32.3731,10.1166
SO47066,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,202.332,606.996,0,48.5597,15.1749
SO47067,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,2,202.332,404.664,0,32.3731,10.1166
SO47067,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,2,202.332,404.664,0,32.3731,10.1166
SO47350,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,2,202.332,404.664,0,32.3731,10.1166
SO47351,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,2/29/2012,3/12/2012,3/7/2012,No Discount,Northeast,4,202.332,809.328,0,64.7462,20.2332
